Customer_ID,Age,Gender,Marital_Status,Account_Balance,Credit_Score,Tenure_Years,Num_Products,Has_Credit_Card,Is_Active_Member,Estimated_Salary,Num_Bank_Visits,Digital_Usage_Score,Customer_Segment,Churn
CUST02933,44,Female,Widowed,2521.26,321.0,16,1,1,0,27743.65,3,0.64,Mass Market,1
CUST02934,74,Female,Widowed,43217.94,551.0,18,4,0,0,111760.01,15,0.26,Private Banking,1
CUST02935,26,Male,Single,61013.16,754.0,10,4,1,0,69810.09,11,0.24,Mass Market,0
CUST02936,18,Male,Widowed,56218.71,472.0,7,1,1,0,61637.05,16,0.28,Affluent,1
CUST02937,28,Female,Married,65482.27,511.0,11,1,1,1,148917.56,3,0.5,Private Banking,0
CUST02938,20,Female,Divorced,16253.5,800.0,17,3,1,0,96751.97,15,0.98,Private Banking,1
CUST02939,69,Male,Single,65006.97,760.0,17,2,0,1,112393.48,6,0.11,Affluent,0
CUST02940,40,Male,Married,19082.51,666.0,8,1,0,0,88422.4,7,0.5,Mass Market,1
CUST02941,43,Male,Widowed,75301.87,447.0,4,4,0,1,120096.44,8,0.68,Private Banking,1
CUST02942,21,Female,Married,34569.67,364.0,20,2,1,1,117769.46,13,0.25,Private Banking,0
CUST02943,35,Male,Widowed,71279.65,309.0,16,2,0,1,105429.0,8,0.97,Private Banking,1
CUST02944,72,Female,Single,5738.69,359.0,12,4,0,0,149706.6,14,0.35,Mass Market,1
CUST02945,23,Male,Married,41378.14,461.0,5,1,0,0,79773.16,3,0.93,Private Banking,1
CUST02946,52,Female,Divorced,70798.42,603.0,23,2,1,1,111805.01,2,0.6,Mass Market,1
CUST02947,39,Female,Single,23460.18,335.0,21,2,1,1,123711.14,9,0.0,Affluent,1
CUST02948,60,Female,Married,79733.42,375.0,13,2,0,0,68884.51,3,0.31,Mass Market,1
CUST02949,32,Male,Married,63447.19,400.0,14,2,1,1,79432.75,17,0.02,Mass Market,1
CUST02950,39,Male,Widowed,59168.62,648.0,22,2,1,1,145991.74,10,0.38,Affluent,0
CUST02951,54,Male,Single,36001.34,639.0,13,4,1,1,24197.83,18,0.93,Mass Market,1
CUST02952,69,Female,Single,48762.7,603.0,3,1,0,0,63588.44,18,0.78,Affluent,1
CUST02953,59,Female,Single,60137.58,438.0,17,1,1,0,83207.69,17,0.62,Private Banking,0
CUST02954,29,Male,Single,47773.75,504.0,0,2,1,0,20190.45,12,0.54,Affluent,1
CUST02955,64,Female,Widowed,70133.02,353.0,11,2,0,0,136886.52,3,0.37,Affluent,1
CUST02956,66,Female,Divorced,43936.0,425.0,21,2,1,0,57211.77,2,0.21,Private Banking,0
CUST02957,59,Female,Single,21025.04,794.0,8,4,1,0,53501.63,15,0.06,Private Banking,1
CUST02958,55,Male,Widowed,22179.44,839.0,9,4,0,1,126642.41,13,0.19,Mass Market,0
CUST02959,35,Female,Divorced,1574.57,656.0,20,3,0,1,56137.82,9,0.35,Mass Market,0
CUST02960,62,Male,Divorced,30794.81,804.0,27,2,1,1,105490.94,5,0.52,Mass Market,1
CUST02961,52,Male,Widowed,75142.85,654.0,17,3,1,1,126795.41,7,0.2,Private Banking,1
CUST02962,47,Male,Single,79622.11,318.0,16,3,1,1,123021.99,15,0.97,Private Banking,1
CUST02963,41,Male,Divorced,21044.29,848.0,18,3,0,1,121653.6,9,0.08,Private Banking,0
CUST02964,59,Male,Single,95945.36,354.0,3,1,0,0,31522.88,6,0.09,Mass Market,1
CUST02965,47,Female,Single,50737.88,675.0,15,3,1,1,30380.11,18,0.68,Private Banking,0
CUST02966,31,Male,Married,91780.9,439.0,6,2,1,1,59880.1,17,0.76,Private Banking,1
CUST02967,23,Male,Single,70969.76,516.0,8,4,1,0,24673.22,12,0.97,Affluent,1
CUST02968,20,Male,Married,72520.91,655.0,7,2,1,0,85055.87,7,0.53,Affluent,1
CUST02969,33,Female,Divorced,9419.32,540.0,24,4,0,1,71321.67,13,0.17,Private Banking,1
CUST02970,24,Female,Widowed,22779.12,438.0,6,1,1,1,92413.37,8,0.94,Mass Market,1
CUST02971,69,Female,Married,1872.67,484.0,9,1,0,1,58842.51,11,0.98,Affluent,0
CUST02972,31,Female,Widowed,71896.64,488.0,7,2,0,0,83148.02,5,0.92,Private Banking,1
CUST02973,26,Male,Divorced,35099.39,828.0,23,1,0,0,63516.82,19,0.87,Affluent,0
CUST02974,32,Male,Single,78878.6,739.0,16,4,1,0,45377.05,11,0.08,Affluent,0
CUST02975,38,Female,Divorced,34554.69,552.0,11,1,0,0,104417.67,18,0.85,Mass Market,1
CUST02976,52,Female,Widowed,82114.04,410.0,13,3,0,1,107546.67,11,0.95,Private Banking,1
CUST02977,19,Female,Divorced,13939.13,746.0,11,3,1,1,127800.12,6,0.55,Private Banking,1
CUST02978,44,Female,Single,18163.94,386.0,24,1,1,1,133717.73,14,0.77,Mass Market,1
CUST02979,19,Male,Divorced,34746.78,416.0,1,2,0,0,111580.05,15,0.66,Mass Market,1
CUST02980,52,Female,Single,41440.25,501.0,11,3,1,0,109374.75,3,0.29,Mass Market,1
CUST02981,35,Female,Married,35521.58,784.0,26,4,0,1,27367.84,5,0.59,Private Banking,1
CUST02982,31,Female,Widowed,76601.06,372.0,13,2,1,1,34271.3,15,0.89,Affluent,1
CUST02983,37,Female,Single,10598.19,367.0,6,1,0,1,125633.15,14,0.5,Private Banking,1
CUST02984,35,Female,Single,35770.48,572.0,28,2,0,0,50283.66,1,0.59,Private Banking,1
CUST02985,27,Female,Divorced,83886.76,452.0,25,2,1,1,66223.46,2,0.53,Mass Market,1
CUST02986,42,Female,Married,7612.91,613.0,25,2,1,0,38888.66,14,0.28,Mass Market,1
CUST02987,19,Male,Single,94292.01,548.0,12,2,1,1,45369.76,7,0.64,Mass Market,1
CUST02988,42,Male,Married,98645.37,539.0,20,1,0,1,120804.24,11,0.51,Private Banking,0
CUST02989,71,Male,Married,9768.25,362.0,3,1,0,0,54041.75,1,0.23,Mass Market,1
CUST02990,50,Male,Divorced,29835.98,378.0,0,3,1,0,78374.55,14,0.9,Mass Market,1
CUST02991,53,Male,Single,37867.67,752.0,16,3,0,0,39717.28,7,0.95,Affluent,0
CUST02992,48,Male,Divorced,77862.75,787.0,2,4,1,1,108130.89,10,0.06,Affluent,1
CUST02993,31,Female,Widowed,59996.75,429.0,29,4,0,0,114675.07,16,0.62,Mass Market,1
CUST02994,18,Female,Widowed,64792.2,362.0,16,3,0,1,67020.0,0,0.42,Affluent,0
CUST02995,63,Male,Single,75993.47,329.0,7,3,1,0,122017.06,19,0.53,Private Banking,1
CUST02996,33,Female,Married,12679.92,635.0,2,2,1,1,51187.86,14,0.37,Affluent,1
CUST02997,71,Male,Single,83487.74,693.0,26,3,0,0,109947.5,1,0.47,Mass Market,1
CUST02998,63,Female,Single,70856.36,505.0,9,4,0,0,114895.4,9,0.32,Private Banking,1
CUST02999,69,Female,Widowed,58156.83,674.0,1,3,0,1,145925.46,19,0.12,Private Banking,1
CUST03000,20,Female,Widowed,89083.8,692.0,21,2,0,0,50201.82,5,0.3,Affluent,1
CUST03001,52,Female,Married,70330.33,814.0,3,4,1,1,32182.36,2,0.67,Mass Market,0
CUST03002,58,Female,Married,20968.3,336.0,28,1,1,1,54194.6,12,0.05,Mass Market,1
CUST03003,23,Female,Single,43544.79,406.0,28,3,1,1,35972.09,14,0.38,Affluent,1
CUST03004,42,Male,Divorced,49910.24,338.0,13,1,0,0,42060.26,5,0.04,Affluent,1
CUST03005,30,Male,Single,6466.55,777.0,10,4,0,1,63434.89,8,0.36,Affluent,1
CUST03006,70,Female,Married,95509.11,736.0,13,3,0,0,73818.8,9,0.09,Mass Market,1
CUST03007,51,Male,Divorced,13729.15,616.0,12,1,0,0,137484.15,8,0.34,Affluent,1
CUST03008,25,Female,Widowed,70048.67,346.0,26,3,1,1,45430.05,17,0.84,Affluent,0
CUST03009,38,Male,Married,51116.87,450.0,28,1,1,0,146328.67,8,0.61,Affluent,1
CUST03010,51,Female,Married,3537.59,464.0,3,1,1,1,125319.92,17,0.68,Mass Market,1
CUST03011,21,Male,Divorced,92550.0,608.0,1,4,0,1,134591.28,8,0.5,Private Banking,1
CUST03012,42,Female,Married,85331.84,442.0,1,3,1,1,140827.72,4,0.92,Mass Market,0
CUST03013,32,Male,Married,52901.53,340.0,10,1,1,1,117921.36,12,0.54,Mass Market,1
CUST03014,21,Female,Married,23665.29,702.0,21,3,1,1,122541.38,11,0.1,Private Banking,0
CUST03015,62,Male,Married,13040.67,464.0,4,3,1,1,76916.38,8,0.93,Mass Market,1
CUST03016,29,Female,Married,36975.86,549.0,8,2,0,0,86358.53,18,0.13,Private Banking,1
CUST03017,49,Female,Married,26287.4,370.0,19,4,0,0,141223.11,19,1.0,Private Banking,1
CUST03018,49,Female,Married,51162.43,741.0,20,3,1,0,69173.27,0,0.44,Private Banking,1
CUST03019,45,Male,Married,96674.52,611.0,16,3,1,0,25453.12,10,0.07,Private Banking,1
CUST03020,30,Male,Widowed,57920.4,796.0,11,3,1,0,119158.07,4,0.86,Mass Market,1
CUST03021,48,Male,Married,89103.17,573.0,27,4,1,1,94510.48,6,0.09,Private Banking,1
CUST03022,31,Female,Widowed,65437.0,818.0,17,4,1,0,125933.88,12,0.17,Affluent,1
CUST03023,37,Male,Widowed,48049.41,791.0,2,3,0,1,29821.66,5,0.42,Private Banking,1
CUST03024,35,Female,Single,85606.15,617.0,4,4,1,0,100760.16,12,0.68,Private Banking,1
CUST03025,46,Male,Single,47665.44,814.0,27,2,1,0,52201.77,5,0.12,Mass Market,1
CUST03026,23,Male,Widowed,86994.19,478.0,20,4,1,1,137424.92,14,0.62,Affluent,0
CUST03027,49,Male,Widowed,29866.1,501.0,19,2,0,0,34288.29,7,0.78,Private Banking,1
CUST03028,46,Male,Married,13752.49,325.0,13,2,0,0,129599.01,10,0.12,Affluent,1
CUST03029,60,Female,Single,85676.13,624.0,15,2,0,0,31512.05,9,0.65,Private Banking,1
CUST03030,19,Male,Divorced,59154.1,697.0,25,1,0,1,23262.66,8,0.96,Mass Market,0
CUST03031,40,Male,Single,89020.15,725.0,18,4,0,0,50557.73,3,0.97,Affluent,0
CUST03032,36,Female,Widowed,93844.89,382.0,8,3,1,1,63295.79,13,0.16,Affluent,1
CUST03033,48,Female,Widowed,6309.21,544.0,16,2,1,0,101448.74,3,0.76,Mass Market,1
CUST03034,68,Male,Married,50595.96,397.0,21,3,0,1,37124.2,14,0.85,Mass Market,0
CUST03035,22,Male,Married,38121.49,664.0,6,2,0,0,76852.89,9,0.89,Mass Market,1
CUST03036,36,Female,Single,62959.98,387.0,9,3,0,1,46554.27,13,0.32,Mass Market,1
CUST03037,51,Female,Married,79565.53,797.0,3,1,1,1,131189.43,5,0.27,Affluent,1
CUST03038,27,Female,Divorced,28778.43,427.0,9,2,0,0,25845.65,15,0.05,Mass Market,1
CUST03039,42,Male,Divorced,56123.04,460.0,2,1,0,0,66271.9,11,0.4,Affluent,1
CUST03040,19,Male,Married,71164.13,768.0,23,1,0,0,102078.63,3,0.12,Private Banking,1
CUST03041,28,Male,Divorced,14308.68,552.0,8,4,1,1,138701.46,0,0.79,Private Banking,1
CUST03042,67,Female,Divorced,81592.62,313.0,12,3,0,0,132839.14,3,0.14,Mass Market,1
CUST03043,48,Female,Single,61004.85,572.0,0,2,1,1,136374.96,12,0.82,Mass Market,1
CUST03044,73,Female,Divorced,95004.21,346.0,14,1,1,0,28170.93,6,0.11,Affluent,1
CUST03045,32,Male,Widowed,34613.36,842.0,14,3,1,0,129320.02,14,0.48,Affluent,0
CUST03046,26,Female,Widowed,11706.45,623.0,10,4,1,1,121388.64,5,0.38,Private Banking,1
CUST03047,40,Male,Single,51143.62,441.0,27,3,1,0,137316.11,13,0.6,Affluent,0
CUST03048,36,Female,Married,9495.27,610.0,9,3,0,0,60504.91,17,0.52,Mass Market,1
CUST03049,26,Male,Single,96983.13,342.0,24,4,1,0,138529.46,3,0.6,Private Banking,1
CUST03050,52,Male,Married,4829.81,740.0,6,4,1,1,72343.34,0,0.0,Private Banking,1
CUST03051,38,Female,Married,75596.89,809.0,0,4,1,1,102432.96,2,0.13,Mass Market,1
CUST03052,26,Male,Married,52985.14,781.0,6,1,0,1,75143.27,12,0.52,Affluent,1
CUST03053,45,Female,Married,37493.44,488.0,4,3,1,1,75594.3,17,0.23,Mass Market,1
CUST03054,63,Male,Married,7518.37,479.0,25,4,1,0,91062.81,3,0.08,Affluent,0
CUST03055,68,Female,Single,62594.53,319.0,28,3,1,0,66270.47,3,0.22,Private Banking,1
CUST03056,24,Female,Married,58936.81,658.0,28,3,0,0,123055.81,10,0.78,Mass Market,0
CUST03057,33,Male,Divorced,28807.44,594.0,22,1,1,1,102373.04,13,0.54,Private Banking,0
CUST03058,33,Female,Divorced,91111.95,553.0,15,3,1,0,109668.25,6,0.19,Private Banking,1
CUST03059,50,Male,Married,31106.89,799.0,27,1,1,1,50034.52,2,0.02,Mass Market,0
CUST03060,21,Female,Divorced,45522.82,392.0,24,4,1,0,146044.79,6,0.36,Private Banking,1
CUST03061,21,Female,Widowed,54832.48,305.0,7,4,1,1,105822.89,7,0.36,Affluent,1
CUST03062,56,Female,Single,10922.96,340.0,21,3,1,1,45635.46,11,0.74,Mass Market,0
CUST03063,57,Female,Single,93284.01,423.0,1,1,1,0,117563.73,6,0.92,Affluent,1
CUST03064,34,Male,Married,38079.08,318.0,7,1,0,1,42582.83,15,0.37,Affluent,1
CUST03065,54,Female,Married,8997.14,577.0,27,2,0,1,28240.04,16,0.69,Affluent,1
CUST03066,56,Female,Widowed,39341.83,473.0,13,2,0,0,88581.94,3,0.63,Mass Market,0
CUST03067,69,Male,Married,60420.05,399.0,3,4,1,1,91958.11,16,0.42,Affluent,1
CUST03068,46,Male,Divorced,51851.61,713.0,23,4,0,1,44565.52,17,0.07,Mass Market,0
CUST03069,69,Male,Widowed,69759.66,412.0,14,2,1,0,65289.26,3,0.47,Affluent,1
CUST03070,53,Male,Divorced,6492.91,678.0,6,1,0,1,142950.01,16,0.35,Mass Market,1
CUST03071,55,Male,Single,29169.52,492.0,19,3,0,1,57050.42,14,0.55,Affluent,0
CUST03072,56,Male,Divorced,82103.83,582.0,7,3,1,1,40223.85,16,0.13,Private Banking,0
CUST03073,67,Female,Single,8909.48,814.0,26,1,1,0,149033.05,12,0.72,Affluent,1
CUST03074,54,Male,Divorced,85693.11,321.0,10,4,1,0,59299.72,2,0.79,Private Banking,1
CUST03075,69,Female,Single,10097.71,575.0,27,3,1,0,108432.98,11,0.39,Private Banking,0
CUST03076,52,Male,Married,83610.97,770.0,26,1,1,0,50102.82,16,0.18,Affluent,0
CUST03077,24,Female,Divorced,36718.05,623.0,1,3,0,1,91515.76,6,0.62,Affluent,0
CUST03078,44,Female,Single,61608.7,452.0,8,1,1,0,70216.66,6,0.96,Private Banking,1
CUST03079,45,Female,Divorced,16135.82,519.0,5,2,0,0,145005.3,10,0.7,Mass Market,1
CUST03080,39,Male,Widowed,7550.7,674.0,22,2,0,0,76264.76,15,0.12,Affluent,0
CUST03081,31,Male,Married,22377.88,790.0,25,3,1,0,95942.64,3,0.4,Private Banking,1
CUST03082,24,Male,Single,13657.53,323.0,0,3,0,1,142819.61,15,0.92,Mass Market,1
CUST03083,54,Male,Widowed,31928.18,339.0,2,3,0,1,148600.46,4,0.63,Affluent,1
CUST03084,39,Female,Divorced,51923.94,479.0,29,3,1,0,33215.59,18,0.15,Mass Market,1
CUST03085,22,Male,Widowed,59287.19,428.0,9,2,1,1,128461.69,13,0.72,Private Banking,0
CUST03086,72,Female,Divorced,79196.94,446.0,4,2,0,0,69675.14,6,0.35,Affluent,1
CUST03087,19,Female,Married,65967.75,422.0,11,1,0,0,97327.73,8,0.49,Mass Market,1
CUST03088,44,Male,Widowed,61267.07,408.0,22,3,0,1,68756.25,12,0.42,Affluent,0
CUST03089,38,Male,Married,41766.42,372.0,0,2,1,1,72145.11,15,0.73,Mass Market,1
CUST03090,71,Male,Single,47907.04,814.0,8,4,1,1,40651.48,3,0.22,Mass Market,1
CUST03091,55,Female,Divorced,42037.56,379.0,20,1,1,1,94459.64,6,0.39,Affluent,1
CUST03092,32,Male,Divorced,84374.44,412.0,12,1,0,1,91073.07,2,0.74,Affluent,1
CUST03093,38,Female,Married,23770.04,435.0,27,1,1,1,44616.25,19,0.7,Affluent,0
CUST03094,27,Male,Married,1566.37,813.0,18,4,1,0,90424.96,14,0.2,Private Banking,0
CUST03095,40,Female,Single,65480.67,716.0,6,4,0,1,146503.24,13,0.35,Affluent,0
CUST03096,73,Male,Widowed,21043.76,734.0,25,4,0,0,112873.12,6,0.01,Mass Market,1
CUST03097,56,Male,Divorced,89121.4,358.0,15,2,0,0,82527.73,17,0.53,Affluent,1
CUST03098,22,Female,Divorced,86045.59,760.0,7,4,1,0,139090.92,4,0.28,Private Banking,1
CUST03099,18,Male,Single,8596.01,525.0,25,1,1,0,94790.87,19,0.01,Private Banking,1
CUST03100,30,Male,Single,11532.45,445.0,25,3,1,0,37556.24,7,0.42,Affluent,1
CUST03101,38,Male,Married,50021.99,617.0,18,1,1,1,91176.25,19,0.93,Mass Market,1
CUST03102,43,Male,Married,61313.04,752.0,6,1,1,1,43526.5,17,0.92,Private Banking,0
CUST03103,67,Male,Widowed,28215.93,728.0,22,2,1,0,119775.63,18,0.37,Mass Market,1
CUST03104,62,Male,Single,71962.97,789.0,3,1,1,0,145732.65,19,0.45,Private Banking,1
CUST03105,38,Male,Widowed,59896.69,810.0,9,2,0,1,66906.42,2,0.24,Private Banking,1
CUST03106,70,Female,Single,33157.59,431.0,24,2,1,0,76539.32,5,0.07,Mass Market,1
CUST03107,35,Female,Divorced,3511.78,533.0,0,3,1,1,74794.54,17,0.69,Mass Market,1
CUST03108,54,Male,Single,75264.88,308.0,16,1,0,1,57089.0,14,0.8,Private Banking,0
CUST03109,62,Male,Single,22260.61,784.0,20,3,0,1,123243.4,13,0.88,Mass Market,0
CUST03110,49,Male,Divorced,83612.9,385.0,12,3,0,0,100304.68,7,0.94,Affluent,1
CUST03111,53,Female,Single,42608.74,774.0,18,1,0,0,28326.7,10,0.92,Affluent,1
CUST03112,34,Female,Widowed,58130.67,481.0,25,1,1,0,129044.82,10,0.03,Private Banking,1
CUST03113,52,Male,Married,87421.92,502.0,12,4,1,0,44321.47,11,0.98,Affluent,1
CUST03114,66,Female,Married,86498.68,322.0,8,4,0,0,147289.65,15,0.38,Private Banking,1
CUST03115,28,Male,Widowed,37780.44,480.0,4,2,0,0,68966.21,6,0.89,Mass Market,1
CUST03116,38,Male,Divorced,21680.0,789.0,22,1,1,0,100138.45,2,0.44,Mass Market,0
CUST03117,69,Male,Single,77739.46,314.0,0,2,0,0,30117.07,1,0.42,Affluent,1
CUST03118,72,Male,Widowed,43874.94,523.0,1,3,0,1,64806.23,2,0.01,Mass Market,1
CUST03119,70,Female,Married,20012.16,317.0,10,3,1,0,124306.01,7,0.05,Affluent,1
CUST03120,43,Female,Married,90538.11,504.0,27,4,0,1,82037.1,19,0.67,Private Banking,1
CUST03121,21,Male,Widowed,20612.32,395.0,3,2,1,1,137598.45,7,0.94,Affluent,1
CUST03122,51,Female,Married,3554.91,439.0,8,1,0,1,94768.0,3,0.22,Affluent,0
CUST03123,69,Female,Widowed,3007.72,783.0,4,1,1,0,140714.39,12,0.09,Mass Market,1
CUST03124,65,Male,Married,62609.22,540.0,4,4,0,0,147739.29,16,0.21,Mass Market,1
CUST03125,35,Female,Widowed,66505.83,451.0,24,4,1,0,79006.29,17,0.21,Mass Market,1
CUST03126,57,Male,Single,31793.13,624.0,7,2,1,1,93470.35,4,0.29,Affluent,1
CUST03127,52,Male,Single,32681.09,378.0,1,4,0,0,128539.68,11,0.09,Mass Market,1
CUST03128,58,Male,Single,34609.9,443.0,6,4,0,0,48799.29,1,0.24,Private Banking,1
CUST03129,46,Male,Single,68335.7,600.0,16,4,0,1,132011.84,9,0.92,Affluent,1
CUST03130,69,Female,Married,6755.25,431.0,25,3,0,0,96949.62,6,0.89,Affluent,0
CUST03131,46,Male,Divorced,92982.52,674.0,26,2,0,1,114315.02,14,0.32,Affluent,0
CUST03132,55,Female,Widowed,23029.58,570.0,10,1,1,1,30381.02,6,1.0,Private Banking,1
CUST03133,59,Male,Divorced,99967.65,725.0,14,1,1,1,119604.4,14,0.3,Private Banking,1
CUST03134,38,Male,Married,17980.75,822.0,24,2,1,0,60402.3,15,0.72,Mass Market,0
CUST03135,59,Female,Married,77383.1,364.0,2,4,1,1,124680.2,0,0.64,Mass Market,1
CUST03136,30,Male,Divorced,23117.84,484.0,12,4,0,1,86189.83,14,0.06,Affluent,1
CUST03137,66,Female,Divorced,9003.83,476.0,17,1,1,0,55699.86,2,0.34,Mass Market,1
CUST03138,58,Female,Married,87618.4,383.0,19,3,1,1,143858.76,9,0.95,Private Banking,0
CUST03139,34,Male,Married,86016.37,746.0,19,2,1,0,119458.11,15,0.05,Mass Market,0
CUST03140,73,Male,Widowed,40953.47,718.0,2,4,0,0,148139.19,1,0.17,Mass Market,1
CUST03141,26,Male,Single,70537.22,566.0,1,3,0,1,67381.09,16,0.97,Affluent,1
CUST03142,58,Male,Single,56149.53,596.0,4,3,1,0,104398.55,0,0.04,Private Banking,1
CUST03143,18,Male,Widowed,85442.66,333.0,19,4,0,0,99506.53,3,0.45,Private Banking,1
CUST03144,19,Male,Divorced,32190.54,606.0,4,2,1,0,109382.38,10,0.92,Private Banking,1
CUST03145,65,Female,Married,52843.57,735.0,12,2,0,0,24981.15,16,0.94,Mass Market,0
CUST03146,46,Female,Divorced,49051.86,616.0,27,1,0,1,57923.51,1,0.98,Private Banking,0
CUST03147,50,Male,Single,36036.68,446.0,27,1,0,0,138213.88,0,0.48,Mass Market,0
CUST03148,27,Female,Single,89254.05,667.0,7,2,1,0,75096.61,5,0.09,Affluent,1
CUST03149,67,Female,Divorced,17421.91,499.0,26,4,0,0,144883.68,10,0.77,Private Banking,0
CUST03150,57,Male,Single,15801.36,600.0,15,2,1,0,47755.41,3,0.71,Affluent,1
CUST03151,38,Male,Married,58114.04,568.0,17,1,0,1,149665.12,10,0.58,Mass Market,1
CUST03152,45,Female,Widowed,66091.93,510.0,24,1,1,1,110685.52,4,0.89,Private Banking,0
CUST03153,28,Male,Divorced,20267.31,695.0,25,1,1,0,120931.15,9,0.91,Mass Market,0
CUST03154,72,Female,Married,39681.03,786.0,15,2,1,1,71591.95,4,0.68,Private Banking,1
CUST03155,51,Male,Married,94709.82,303.0,0,2,1,0,137911.06,2,0.11,Mass Market,1
CUST03156,25,Female,Single,25415.12,813.0,7,4,1,1,90910.18,5,0.1,Mass Market,1
CUST03157,39,Female,Married,67167.71,581.0,27,1,1,0,108521.99,12,0.41,Mass Market,0
CUST03158,25,Female,Divorced,74274.79,685.0,20,3,0,0,32325.08,15,0.29,Affluent,0
CUST03159,66,Female,Married,45364.74,771.0,1,3,1,1,102118.49,6,0.13,Private Banking,1
CUST03160,32,Male,Widowed,93815.07,557.0,23,4,0,1,134280.27,17,0.61,Mass Market,1
CUST03161,34,Male,Married,73929.02,759.0,4,4,1,1,43176.82,2,0.68,Private Banking,0
CUST03162,40,Female,Married,46334.53,398.0,25,1,1,1,115904.37,5,0.7,Mass Market,1
CUST03163,41,Female,Widowed,57364.18,388.0,14,2,0,1,23302.1,9,0.18,Private Banking,1
CUST03164,62,Male,Married,69568.73,662.0,13,2,1,0,140406.39,15,0.31,Mass Market,1
CUST03165,36,Male,Married,59626.83,779.0,25,3,0,0,147779.23,12,0.2,Mass Market,0
CUST03166,22,Female,Single,87991.06,791.0,28,1,1,0,66043.41,8,0.6,Affluent,0
CUST03167,49,Female,Divorced,36331.98,654.0,29,3,0,0,33919.6,15,0.57,Private Banking,1
CUST03168,61,Female,Single,30688.69,589.0,2,3,0,1,105614.93,10,0.5,Affluent,0
CUST03169,18,Female,Divorced,22170.05,482.0,6,1,1,1,23878.49,8,0.3,Mass Market,1
CUST03170,40,Female,Widowed,4740.51,839.0,3,4,0,0,82723.22,9,0.24,Affluent,1
CUST03171,54,Male,Widowed,5258.38,476.0,10,3,0,0,55331.29,10,0.89,Affluent,1
CUST03172,25,Female,Widowed,87135.46,709.0,26,4,1,1,81534.08,14,0.05,Affluent,0
CUST03173,30,Male,Divorced,68160.92,593.0,25,2,1,1,22375.82,12,0.66,Affluent,1
CUST03174,25,Male,Divorced,66392.71,635.0,11,3,1,1,26709.58,16,0.02,Private Banking,1
CUST03175,74,Male,Divorced,61849.64,516.0,14,1,0,1,22076.86,3,0.19,Affluent,1
CUST03176,40,Female,Widowed,85072.7,831.0,5,4,0,1,100487.14,10,0.29,Mass Market,1
CUST03177,60,Male,Divorced,48546.43,614.0,25,2,0,0,92812.08,0,0.89,Mass Market,1
CUST03178,18,Male,Married,87170.67,816.0,23,2,1,0,50310.54,0,0.14,Affluent,1
CUST03179,62,Male,Single,36585.06,304.0,0,3,1,0,104063.61,2,0.94,Affluent,1
CUST03180,68,Male,Widowed,92744.04,615.0,17,2,0,0,134946.94,14,0.82,Affluent,0
CUST03181,41,Female,Single,70167.04,694.0,13,1,1,1,56051.87,0,0.68,Mass Market,1
CUST03182,52,Female,Married,26460.54,710.0,28,3,1,0,128159.2,15,0.41,Affluent,1
CUST03183,41,Male,Divorced,56844.41,798.0,23,2,1,0,106126.19,16,0.91,Private Banking,1
CUST03184,34,Male,Single,53770.03,302.0,6,1,1,0,24396.66,8,0.53,Affluent,1
CUST03185,22,Female,Married,14651.98,300.0,9,4,1,0,68769.49,4,0.37,Private Banking,1
CUST03186,37,Female,Married,59533.05,560.0,8,4,0,0,86008.44,5,0.59,Affluent,1
CUST03187,38,Female,Single,32163.78,316.0,1,3,0,1,115120.89,14,0.23,Mass Market,1
CUST03188,57,Male,Widowed,6182.53,836.0,7,1,1,0,57326.97,8,0.27,Mass Market,1
CUST03189,48,Female,Single,94916.96,422.0,21,2,1,0,147754.91,2,0.92,Affluent,0
CUST03190,63,Male,Widowed,64507.55,560.0,0,3,0,1,108990.17,18,0.79,Private Banking,1
CUST03191,53,Male,Divorced,87814.97,334.0,19,3,0,1,68465.78,12,0.51,Mass Market,1
CUST03192,28,Female,Widowed,67929.54,587.0,29,2,0,1,32613.26,12,0.42,Mass Market,1
CUST03193,69,Male,Divorced,36341.39,509.0,1,1,0,1,43577.81,2,0.81,Mass Market,1
CUST03194,32,Female,Single,51756.12,325.0,6,2,0,0,83389.01,19,0.57,Affluent,1
CUST03195,36,Male,Divorced,67898.93,484.0,24,4,1,1,84310.4,13,0.42,Affluent,1
CUST03196,24,Female,Married,96064.98,515.0,15,3,0,0,119803.44,1,0.52,Affluent,0
CUST03197,68,Male,Divorced,26113.28,844.0,21,4,0,1,114402.96,9,0.23,Private Banking,0
CUST03198,45,Male,Widowed,87622.73,414.0,3,3,0,0,46165.5,8,0.2,Affluent,1
CUST03199,68,Female,Widowed,92483.7,600.0,20,2,0,1,97344.36,12,0.99,Private Banking,0
CUST03200,60,Female,Widowed,67371.14,843.0,26,1,1,1,22680.83,10,0.97,Affluent,0
CUST03201,22,Female,Divorced,93195.4,736.0,16,2,1,0,71811.16,1,0.42,Private Banking,1
CUST03202,22,Female,Widowed,40389.98,846.0,28,4,0,0,119333.68,15,0.52,Private Banking,1
CUST03203,47,Male,Widowed,95348.6,833.0,3,1,0,1,71936.12,4,0.83,Affluent,1
CUST03204,71,Female,Married,70575.5,569.0,28,1,1,0,128627.51,0,0.73,Private Banking,1
CUST03205,49,Female,Divorced,5158.57,683.0,25,3,0,0,146900.19,7,0.1,Mass Market,1
CUST03206,25,Male,Married,90780.41,361.0,2,1,0,0,98937.64,15,0.37,Mass Market,1
